Instance,Cell_Type,Output_Pin,Fanout,Worst_Slack,Path_Count
ks1_U80,XOR2xp5_bottom,ks1_U80/Y,2,375.098663,4
ks1_U81,OAI22xp5_bottom,ks1_U81/Y,1,434.191345,2
ks1_U82,XOR2xp5_bottom,ks1_U82/Y,2,375.098663,6
ks1_U83,OAI22xp5_bottom,ks1_U83/Y,1,457.101013,2
ks1_U84,XOR2xp5_bottom,ks1_U84/Y,2,375.098663,8
ks1_U85,OAI22xp5_bottom,ks1_U85/Y,1,302.668335,2
ks1_U86,OAI22xp5_bottom,ks1_U86/Y,1,375.177216,2
ks1_U87,XOR2xp5_bottom,ks1_U87/Y,1,375.177216,2
ks1_U88,OAI22xp5_bottom,ks1_U88/Y,1,399.897003,2
ks1_U89,XOR2xp5_bottom,ks1_U89/Y,2,375.177216,4
ks1_U9,AO221x1_bottom,ks1_U9/Y,1,41.434910,24
ks1_U90,OAI22xp5_bottom,ks1_U90/Y,1,433.305603,2
ks1_U91,XOR2xp5_bottom,ks1_U91/Y,2,375.177216,6
ks1_U92,OAI22xp5_bottom,ks1_U92/Y,1,462.238525,2
ks1_U93,XOR2xp5_bottom,ks1_U93/Y,2,375.177216,8
ks1_U94,OAI22xp5_bottom,ks1_U94/Y,1,303.168549,2
ks1_U95,OAI22xp5_bottom,ks1_U95/Y,1,375.745544,2
ks1_U96,XOR2xp5_bottom,ks1_U96/Y,1,375.745544,2
ks1_U97,OAI22xp5_bottom,ks1_U97/Y,1,401.556519,2
ks1_U98,XOR2xp5_bottom,ks1_U98/Y,2,375.745544,4
ks1_U99,OAI22xp5_bottom,ks1_U99/Y,1,434.197723,2
ks1_col_reg_0_,DFFASRHQNx1_bottom,ks1_col_reg_0_/QN,2,672.867126,5
ks1_col_reg_16_,DFFASRHQNx1_bottom,ks1_col_reg_16_/QN,2,682.143921,5
ks1_col_reg_17_,DFFASRHQNx1_bottom,ks1_col_reg_17_/QN,2,681.828796,5
ks1_col_reg_18_,DFFASRHQNx1_bottom,ks1_col_reg_18_/QN,2,674.056946,5
ks1_col_reg_19_,DFFASRHQNx1_bottom,ks1_col_reg_19_/QN,2,678.679321,5
ks1_col_reg_1_,DFFASRHQNx1_bottom,ks1_col_reg_1_/QN,2,682.037903,5
ks1_col_reg_20_,DFFASRHQNx1_bottom,ks1_col_reg_20_/QN,2,677.234314,5
ks1_col_reg_21_,DFFASRHQNx1_bottom,ks1_col_reg_21_/QN,2,678.187378,5
ks1_col_reg_22_,DFFASRHQNx1_bottom,ks1_col_reg_22_/QN,2,680.560547,5
ks1_col_reg_23_,DFFASRHQNx1_bottom,ks1_col_reg_23_/QN,2,676.393066,5
ks1_col_reg_24_,DFFASRHQNx1_bottom,ks1_col_reg_24_/QN,2,658.261292,5
ks1_col_reg_25_,DFFASRHQNx1_bottom,ks1_col_reg_25_/QN,2,658.408264,5
ks1_col_reg_26_,DFFASRHQNx1_bottom,ks1_col_reg_26_/QN,2,651.235046,5
ks1_col_reg_27_,DFFASRHQNx1_bottom,ks1_col_reg_27_/QN,2,651.094116,5
ks1_col_reg_28_,DFFASRHQNx1_bottom,ks1_col_reg_28_/QN,2,653.374878,5
ks1_col_reg_29_,DFFASRHQNx1_bottom,ks1_col_reg_29_/QN,2,649.574829,5
ks1_col_reg_2_,DFFASRHQNx1_bottom,ks1_col_reg_2_/QN,2,673.626953,5
ks1_col_reg_30_,DFFASRHQNx1_bottom,ks1_col_reg_30_/QN,2,661.066162,5
ks1_col_reg_31_,DFFASRHQNx1_bottom,ks1_col_reg_31_/QN,2,665.615784,5
ks1_col_reg_3_,DFFASRHQNx1_bottom,ks1_col_reg_3_/QN,2,674.826172,5
ks1_col_reg_4_,DFFASRHQNx1_bottom,ks1_col_reg_4_/QN,2,678.045410,5
ks1_col_reg_5_,DFFASRHQNx1_bottom,ks1_col_reg_5_/QN,2,675.254883,5
ks1_col_reg_6_,DFFASRHQNx1_bottom,ks1_col_reg_6_/QN,2,676.184021,5
ks1_col_reg_7_,DFFASRHQNx1_bottom,ks1_col_reg_7_/QN,2,675.768860,5
ks1_key_reg_reg_0_,DFFASRHQNx1_bottom,ks1_key_reg_reg_0_/QN,3,388.366089,12
ks1_key_reg_reg_100_,DFFASRHQNx1_bottom,ks1_key_reg_reg_100_/QN,3,645.767700,5
ks1_key_reg_reg_101_,DFFASRHQNx1_bottom,ks1_key_reg_reg_101_/QN,3,646.859802,5
ks1_key_reg_reg_102_,DFFASRHQNx1_bottom,ks1_key_reg_reg_102_/QN,3,648.565063,5
ks1_key_reg_reg_103_,DFFASRHQNx1_bottom,ks1_key_reg_reg_103_/QN,3,648.350464,5
ks1_key_reg_reg_104_,DFFASRHQNx1_bottom,ks1_key_reg_reg_104_/QN,3,640.692688,5
ks1_key_reg_reg_105_,DFFASRHQNx1_bottom,ks1_key_reg_reg_105_/QN,3,642.149597,5
ks1_key_reg_reg_106_,DFFASRHQNx1_bottom,ks1_key_reg_reg_106_/QN,3,646.083130,5
ks1_key_reg_reg_107_,DFFASRHQNx1_bottom,ks1_key_reg_reg_107_/QN,3,652.298035,5
ks1_key_reg_reg_108_,DFFASRHQNx1_bottom,ks1_key_reg_reg_108_/QN,3,653.628418,5
ks1_key_reg_reg_109_,DFFASRHQNx1_bottom,ks1_key_reg_reg_109_/QN,3,655.351440,5
ks1_key_reg_reg_10_,DFFASRHQNx1_bottom,ks1_key_reg_reg_10_/QN,3,333.395935,13
ks1_key_reg_reg_110_,DFFASRHQNx1_bottom,ks1_key_reg_reg_110_/QN,3,656.175537,5
ks1_key_reg_reg_111_,DFFASRHQNx1_bottom,ks1_key_reg_reg_111_/QN,3,653.886414,5
ks1_key_reg_reg_112_,DFFASRHQNx1_bottom,ks1_key_reg_reg_112_/QN,3,652.613159,5
ks1_key_reg_reg_113_,DFFASRHQNx1_bottom,ks1_key_reg_reg_113_/QN,3,652.140564,5
ks1_key_reg_reg_114_,DFFASRHQNx1_bottom,ks1_key_reg_reg_114_/QN,3,643.172913,5
ks1_key_reg_reg_115_,DFFASRHQNx1_bottom,ks1_key_reg_reg_115_/QN,3,647.340820,5
ks1_key_reg_reg_116_,DFFASRHQNx1_bottom,ks1_key_reg_reg_116_/QN,3,640.314392,5
ks1_key_reg_reg_117_,DFFASRHQNx1_bottom,ks1_key_reg_reg_117_/QN,3,648.838867,5
ks1_key_reg_reg_118_,DFFASRHQNx1_bottom,ks1_key_reg_reg_118_/QN,3,650.528992,5
ks1_key_reg_reg_119_,DFFASRHQNx1_bottom,ks1_key_reg_reg_119_/QN,3,641.501709,5
ks1_key_reg_reg_11_,DFFASRHQNx1_bottom,ks1_key_reg_reg_11_/QN,3,311.190918,13
ks1_key_reg_reg_120_,DFFASRHQNx1_bottom,ks1_key_reg_reg_120_/QN,3,623.989746,5
ks1_key_reg_reg_121_,DFFASRHQNx1_bottom,ks1_key_reg_reg_121_/QN,3,623.074402,5
ks1_key_reg_reg_122_,DFFASRHQNx1_bottom,ks1_key_reg_reg_122_/QN,3,615.902405,5
ks1_key_reg_reg_123_,DFFASRHQNx1_bottom,ks1_key_reg_reg_123_/QN,3,617.239685,5
ks1_key_reg_reg_124_,DFFASRHQNx1_bottom,ks1_key_reg_reg_124_/QN,3,619.884827,5
ks1_key_reg_reg_125_,DFFASRHQNx1_bottom,ks1_key_reg_reg_125_/QN,3,614.901978,5
ks1_key_reg_reg_126_,DFFASRHQNx1_bottom,ks1_key_reg_reg_126_/QN,3,617.607300,5
ks1_key_reg_reg_127_,DFFASRHQNx1_bottom,ks1_key_reg_reg_127_/QN,3,625.901306,5
ks1_key_reg_reg_12_,DFFASRHQNx1_bottom,ks1_key_reg_reg_12_/QN,3,348.874420,14
ks1_key_reg_reg_13_,DFFASRHQNx1_bottom,ks1_key_reg_reg_13_/QN,3,388.502228,14
ks1_key_reg_reg_14_,DFFASRHQNx1_bottom,ks1_key_reg_reg_14_/QN,3,315.426727,14
ks1_key_reg_reg_15_,DFFASRHQNx1_bottom,ks1_key_reg_reg_15_/QN,3,340.571930,14
ks1_key_reg_reg_16_,DFFASRHQNx1_bottom,ks1_key_reg_reg_16_/QN,3,403.784485,12
ks1_key_reg_reg_17_,DFFASRHQNx1_bottom,ks1_key_reg_reg_17_/QN,3,366.367706,14
ks1_key_reg_reg_18_,DFFASRHQNx1_bottom,ks1_key_reg_reg_18_/QN,3,354.237854,13
ks1_key_reg_reg_19_,DFFASRHQNx1_bottom,ks1_key_reg_reg_19_/QN,3,330.147125,13
ks1_key_reg_reg_1_,DFFASRHQNx1_bottom,ks1_key_reg_reg_1_/QN,3,347.503845,14
ks1_key_reg_reg_20_,DFFASRHQNx1_bottom,ks1_key_reg_reg_20_/QN,3,369.979645,14
ks1_key_reg_reg_21_,DFFASRHQNx1_bottom,ks1_key_reg_reg_21_/QN,3,405.476501,14
ks1_key_reg_reg_22_,DFFASRHQNx1_bottom,ks1_key_reg_reg_22_/QN,3,336.838684,14
ks1_key_reg_reg_23_,DFFASRHQNx1_bottom,ks1_key_reg_reg_23_/QN,3,365.401886,14
ks1_key_reg_reg_24_,DFFASRHQNx1_bottom,ks1_key_reg_reg_24_/QN,3,386.671173,12
ks1_key_reg_reg_25_,DFFASRHQNx1_bottom,ks1_key_reg_reg_25_/QN,3,344.928467,14
ks1_key_reg_reg_26_,DFFASRHQNx1_bottom,ks1_key_reg_reg_26_/QN,3,335.508453,13
ks1_key_reg_reg_27_,DFFASRHQNx1_bottom,ks1_key_reg_reg_27_/QN,3,312.710083,13
ks1_key_reg_reg_28_,DFFASRHQNx1_bottom,ks1_key_reg_reg_28_/QN,3,364.574707,14
ks1_key_reg_reg_29_,DFFASRHQNx1_bottom,ks1_key_reg_reg_29_/QN,3,396.041321,14
ks1_key_reg_reg_2_,DFFASRHQNx1_bottom,ks1_key_reg_reg_2_/QN,3,348.379974,13
ks1_key_reg_reg_30_,DFFASRHQNx1_bottom,ks1_key_reg_reg_30_/QN,3,335.869690,14
ks1_key_reg_reg_31_,DFFASRHQNx1_bottom,ks1_key_reg_reg_31_/QN,3,358.855560,14
ks1_key_reg_reg_32_,DFFASRHQNx1_bottom,ks1_key_reg_reg_32_/QN,3,709.529236,3
ks1_key_reg_reg_33_,DFFASRHQNx1_bottom,ks1_key_reg_reg_33_/QN,3,708.186890,3
ks1_key_reg_reg_34_,DFFASRHQNx1_bottom,ks1_key_reg_reg_34_/QN,3,710.639282,3
ks1_key_reg_reg_35_,DFFASRHQNx1_bottom,ks1_key_reg_reg_35_/QN,3,709.646362,3
ks1_key_reg_reg_36_,DFFASRHQNx1_bottom,ks1_key_reg_reg_36_/QN,3,713.151611,3
ks1_key_reg_reg_37_,DFFASRHQNx1_bottom,ks1_key_reg_reg_37_/QN,3,712.606689,3
ks1_key_reg_reg_38_,DFFASRHQNx1_bottom,ks1_key_reg_reg_38_/QN,3,711.934204,3
ks1_key_reg_reg_39_,DFFASRHQNx1_bottom,ks1_key_reg_reg_39_/QN,3,709.883362,3
ks1_key_reg_reg_3_,DFFASRHQNx1_bottom,ks1_key_reg_reg_3_/QN,3,321.552612,13
ks1_key_reg_reg_40_,DFFASRHQNx1_bottom,ks1_key_reg_reg_40_/QN,3,709.622620,3
ks1_key_reg_reg_41_,DFFASRHQNx1_bottom,ks1_key_reg_reg_41_/QN,3,707.667358,3
ks1_key_reg_reg_42_,DFFASRHQNx1_bottom,ks1_key_reg_reg_42_/QN,3,708.504761,3
ks1_key_reg_reg_43_,DFFASRHQNx1_bottom,ks1_key_reg_reg_43_/QN,3,709.046936,3
ks1_key_reg_reg_44_,DFFASRHQNx1_bottom,ks1_key_reg_reg_44_/QN,3,711.376099,3
ks1_key_reg_reg_45_,DFFASRHQNx1_bottom,ks1_key_reg_reg_45_/QN,3,711.083435,3
ks1_key_reg_reg_46_,DFFASRHQNx1_bottom,ks1_key_reg_reg_46_/QN,3,711.482422,3
ks1_key_reg_reg_47_,DFFASRHQNx1_bottom,ks1_key_reg_reg_47_/QN,3,707.924744,3
ks1_key_reg_reg_48_,DFFASRHQNx1_bottom,ks1_key_reg_reg_48_/QN,3,709.299744,3
ks1_key_reg_reg_49_,DFFASRHQNx1_bottom,ks1_key_reg_reg_49_/QN,3,708.722229,3
ks1_key_reg_reg_4_,DFFASRHQNx1_bottom,ks1_key_reg_reg_4_/QN,3,356.419189,14
ks1_key_reg_reg_50_,DFFASRHQNx1_bottom,ks1_key_reg_reg_50_/QN,3,708.132629,3
ks1_key_reg_reg_51_,DFFASRHQNx1_bottom,ks1_key_reg_reg_51_/QN,3,711.788208,3
ks1_key_reg_reg_52_,DFFASRHQNx1_bottom,ks1_key_reg_reg_52_/QN,3,710.522827,3
ks1_key_reg_reg_53_,DFFASRHQNx1_bottom,ks1_key_reg_reg_53_/QN,3,710.321411,3
ks1_key_reg_reg_54_,DFFASRHQNx1_bottom,ks1_key_reg_reg_54_/QN,3,710.369324,3
ks1_key_reg_reg_55_,DFFASRHQNx1_bottom,ks1_key_reg_reg_55_/QN,3,712.402405,3
ks1_key_reg_reg_56_,DFFASRHQNx1_bottom,ks1_key_reg_reg_56_/QN,3,713.111572,3
ks1_key_reg_reg_57_,DFFASRHQNx1_bottom,ks1_key_reg_reg_57_/QN,3,711.388733,3
ks1_key_reg_reg_58_,DFFASRHQNx1_bottom,ks1_key_reg_reg_58_/QN,3,708.093018,3
ks1_key_reg_reg_59_,DFFASRHQNx1_bottom,ks1_key_reg_reg_59_/QN,3,709.065796,3
ks1_key_reg_reg_5_,DFFASRHQNx1_bottom,ks1_key_reg_reg_5_/QN,3,395.197998,14
ks1_key_reg_reg_60_,DFFASRHQNx1_bottom,ks1_key_reg_reg_60_/QN,3,708.348511,3
ks1_key_reg_reg_61_,DFFASRHQNx1_bottom,ks1_key_reg_reg_61_/QN,3,708.621399,3
ks1_key_reg_reg_62_,DFFASRHQNx1_bottom,ks1_key_reg_reg_62_/QN,3,707.400696,3
ks1_key_reg_reg_63_,DFFASRHQNx1_bottom,ks1_key_reg_reg_63_/QN,3,710.108948,3
ks1_key_reg_reg_64_,DFFASRHQNx1_bottom,ks1_key_reg_reg_64_/QN,3,675.419128,4
ks1_key_reg_reg_65_,DFFASRHQNx1_bottom,ks1_key_reg_reg_65_/QN,3,672.766479,4
ks1_key_reg_reg_66_,DFFASRHQNx1_bottom,ks1_key_reg_reg_66_/QN,3,675.567383,4
ks1_key_reg_reg_67_,DFFASRHQNx1_bottom,ks1_key_reg_reg_67_/QN,3,676.252258,4
ks1_key_reg_reg_68_,DFFASRHQNx1_bottom,ks1_key_reg_reg_68_/QN,3,675.825317,4
ks1_key_reg_reg_69_,DFFASRHQNx1_bottom,ks1_key_reg_reg_69_/QN,3,676.861389,4
ks1_key_reg_reg_6_,DFFASRHQNx1_bottom,ks1_key_reg_reg_6_/QN,3,322.302002,14
ks1_key_reg_reg_70_,DFFASRHQNx1_bottom,ks1_key_reg_reg_70_/QN,3,676.673279,4
ks1_key_reg_reg_71_,DFFASRHQNx1_bottom,ks1_key_reg_reg_71_/QN,3,677.399353,4
ks1_key_reg_reg_72_,DFFASRHQNx1_bottom,ks1_key_reg_reg_72_/QN,3,677.998413,4
ks1_key_reg_reg_73_,DFFASRHQNx1_bottom,ks1_key_reg_reg_73_/QN,3,676.661926,4
ks1_key_reg_reg_74_,DFFASRHQNx1_bottom,ks1_key_reg_reg_74_/QN,3,674.914062,4
ks1_key_reg_reg_75_,DFFASRHQNx1_bottom,ks1_key_reg_reg_75_/QN,3,674.759949,4
ks1_key_reg_reg_76_,DFFASRHQNx1_bottom,ks1_key_reg_reg_76_/QN,3,676.062195,4
ks1_key_reg_reg_77_,DFFASRHQNx1_bottom,ks1_key_reg_reg_77_/QN,3,676.408447,4
ks1_key_reg_reg_78_,DFFASRHQNx1_bottom,ks1_key_reg_reg_78_/QN,3,688.859985,4
ks1_key_reg_reg_79_,DFFASRHQNx1_bottom,ks1_key_reg_reg_79_/QN,3,686.095764,4
ks1_key_reg_reg_7_,DFFASRHQNx1_bottom,ks1_key_reg_reg_7_/QN,3,345.768707,14
ks1_key_reg_reg_80_,DFFASRHQNx1_bottom,ks1_key_reg_reg_80_/QN,3,686.249756,4
ks1_key_reg_reg_81_,DFFASRHQNx1_bottom,ks1_key_reg_reg_81_/QN,3,687.276550,4
ks1_key_reg_reg_82_,DFFASRHQNx1_bottom,ks1_key_reg_reg_82_/QN,3,674.109985,4
ks1_key_reg_reg_83_,DFFASRHQNx1_bottom,ks1_key_reg_reg_83_/QN,3,678.250916,4
ks1_key_reg_reg_84_,DFFASRHQNx1_bottom,ks1_key_reg_reg_84_/QN,3,673.234558,4
ks1_key_reg_reg_85_,DFFASRHQNx1_bottom,ks1_key_reg_reg_85_/QN,3,675.609131,4
ks1_key_reg_reg_86_,DFFASRHQNx1_bottom,ks1_key_reg_reg_86_/QN,3,678.816711,4
ks1_key_reg_reg_87_,DFFASRHQNx1_bottom,ks1_key_reg_reg_87_/QN,3,677.080322,4
ks1_key_reg_reg_88_,DFFASRHQNx1_bottom,ks1_key_reg_reg_88_/QN,3,675.833252,4
ks1_key_reg_reg_89_,DFFASRHQNx1_bottom,ks1_key_reg_reg_89_/QN,3,674.415527,4
ks1_key_reg_reg_8_,DFFASRHQNx1_bottom,ks1_key_reg_reg_8_/QN,3,378.819702,12
ks1_key_reg_reg_90_,DFFASRHQNx1_bottom,ks1_key_reg_reg_90_/QN,3,671.825989,4
ks1_key_reg_reg_91_,DFFASRHQNx1_bottom,ks1_key_reg_reg_91_/QN,3,674.970886,4
ks1_key_reg_reg_92_,DFFASRHQNx1_bottom,ks1_key_reg_reg_92_/QN,3,674.826294,4
ks1_key_reg_reg_93_,DFFASRHQNx1_bottom,ks1_key_reg_reg_93_/QN,3,673.571106,4
ks1_key_reg_reg_94_,DFFASRHQNx1_bottom,ks1_key_reg_reg_94_/QN,3,670.427490,4
ks1_key_reg_reg_95_,DFFASRHQNx1_bottom,ks1_key_reg_reg_95_/QN,3,672.021240,4
ks1_key_reg_reg_96_,DFFASRHQNx1_bottom,ks1_key_reg_reg_96_/QN,3,652.979248,5
ks1_key_reg_reg_97_,DFFASRHQNx1_bottom,ks1_key_reg_reg_97_/QN,3,653.851562,5
ks1_key_reg_reg_98_,DFFASRHQNx1_bottom,ks1_key_reg_reg_98_/QN,3,643.684265,5
ks1_key_reg_reg_99_,DFFASRHQNx1_bottom,ks1_key_reg_reg_99_/QN,3,650.405640,5
ks1_key_reg_reg_9_,DFFASRHQNx1_bottom,ks1_key_reg_reg_9_/QN,3,340.914276,14
ks1_ready_o_reg,DFFASRHQNx1_bottom,ks1_ready_o_reg/QN,2,117.354713,100
ks1_state_reg_0_,DFFASRHQNx1_bottom,ks1_state_reg_0_/QN,4,201.199799,100
ks1_state_reg_1_,DFFASRHQNx1_bottom,ks1_state_reg_1_/QN,4,190.190948,100
ks1_state_reg_2_,DFFASRHQNx1_bottom,ks1_state_reg_2_/QN,5,205.290451,100
mix1_FE_DBTC91_n9,INVx1_bottom,mix1_FE_DBTC91_n9/Y,1,223.251053,200
mix1_FE_DBTC92_n7,INVx8_bottom,mix1_FE_DBTC92_n7/Y,65,399.384766,100
mix1_FE_DBTC93_n5,INVx2_bottom,mix1_FE_DBTC93_n5/Y,19,338.821655,100
mix1_FE_OFC17_reset,INVx1_bottom,mix1_FE_OFC17_reset/Y,5,784.975525,5
mix1_FE_OFC51_n5,BUFx3_bottom,mix1_FE_OFC51_n5/Y,31,338.821625,100
mix1_FE_OFC52_n7,BUFx4_bottom,mix1_FE_OFC52_n7/Y,34,399.384796,100
mix1_FE_OFC53_n564,BUFx5_bottom,mix1_FE_OFC53_n564/Y,41,900.000000,1
mix1_FE_OFC54_n564,BUFx4_bottom,mix1_FE_OFC54_n564/Y,31,900.000000,1
mix1_FE_OFC55_n564,BUFx8_bottom,mix1_FE_OFC55_n564/Y,60,900.000000,1
mix1_FE_OFC56_n564,BUFx4_bottom,mix1_FE_OFC56_n564/Y,34,900.000000,1
mix1_FE_OFC64_FE_DBTN93_n5,BUFx3_bottom,mix1_FE_OFC64_FE_DBTN93_n5/Y,30,338.821686,100
mix1_FE_OFC65_FE_DBTN93_n5,BUFx2_bottom,mix1_FE_OFC65_FE_DBTN93_n5/Y,19,606.697571,19
mix1_FE_OFC76_n1,BUFx4_bottom,mix1_FE_OFC76_n1/Y,40,471.177551,100
mix1_FE_OFC77_n1,BUFx5_bottom,mix1_FE_OFC77_n1/Y,48,471.177490,100
mix1_FE_OFC78_n1,BUFx4_bottom,mix1_FE_OFC78_n1/Y,40,504.451385,40
mix1_FE_OFC8_reset,BUFx8_bottom,mix1_FE_OFC8_reset/Y,50,895.732483,50
mix1_FE_OFC91_n9,BUFx3_bottom,mix1_FE_OFC91_n9/Y,32,223.251083,200
mix1_FE_OFC92_n226,BUFx3_bottom,mix1_FE_OFC92_n226/Y,32,490.860229,32
mix1_FE_OFC93_n226,BUFx8_bottom,mix1_FE_OFC93_n226/Y,71,471.177490,71
mix1_FE_OFC94_FE_DBTN91_n9,BUFx8_bottom,mix1_FE_OFC94_FE_DBTN91_n9/Y,64,223.251083,200
mix1_U10,AO22x1_bottom,mix1_U10/Y,4,246.112686,8
mix1_U100,OAI22xp5_bottom,mix1_U100/Y,1,188.101929,2
mix1_U101,OAI22xp5_bottom,mix1_U101/Y,1,496.188751,1
mix1_U102,OAI22xp5_bottom,mix1_U102/Y,1,189.058380,2
mix1_U103,OAI22xp5_bottom,mix1_U103/Y,1,495.286041,1
mix1_U104,OAI22xp5_bottom,mix1_U104/Y,1,190.500336,2
mix1_U105,OAI22xp5_bottom,mix1_U105/Y,1,187.791290,2
mix1_U106,AO22x1_bottom,mix1_U106/Y,4,187.791290,8
mix1_U107,OAI22xp5_bottom,mix1_U107/Y,1,496.332428,1
mix1_U108,OAI22xp5_bottom,mix1_U108/Y,1,189.815048,2
mix1_U109,OAI22xp5_bottom,mix1_U109/Y,1,497.324280,1
mix1_U11,OAI22xp5_bottom,mix1_U11/Y,1,476.783600,1
mix1_U110,OAI22xp5_bottom,mix1_U110/Y,1,190.944595,2
mix1_U111,OAI22xp5_bottom,mix1_U111/Y,1,495.023346,1
mix1_U112,OAI22xp5_bottom,mix1_U112/Y,1,192.917847,2
mix1_U113,OAI22xp5_bottom,mix1_U113/Y,1,192.530548,2
mix1_U114,AO22x1_bottom,mix1_U114/Y,4,189.815048,8
mix1_U115,OAI22xp5_bottom,mix1_U115/Y,1,536.329712,1
mix1_U116,OAI22xp5_bottom,mix1_U116/Y,1,210.259705,2
mix1_U117,OAI22xp5_bottom,mix1_U117/Y,1,538.072693,1
mix1_U118,OAI22xp5_bottom,mix1_U118/Y,1,210.919342,2
mix1_U119,OAI22xp5_bottom,mix1_U119/Y,1,537.570740,1
mix1_U12,OAI22xp5_bottom,mix1_U12/Y,1,222.300797,2
mix1_U120,OAI22xp5_bottom,mix1_U120/Y,1,210.444656,2
mix1_U121,OAI22xp5_bottom,mix1_U121/Y,1,209.962387,2
mix1_U122,AO22x1_bottom,mix1_U122/Y,4,209.962387,8
mix1_U123,OAI22xp5_bottom,mix1_U123/Y,1,537.172363,1
mix1_U124,OAI22xp5_bottom,mix1_U124/Y,1,232.286469,2
mix1_U125,OAI22xp5_bottom,mix1_U125/Y,1,491.408691,1
mix1_U126,OAI22xp5_bottom,mix1_U126/Y,1,231.385849,2
mix1_U127,OAI22xp5_bottom,mix1_U127/Y,1,537.747314,1
mix1_U128,OAI22xp5_bottom,mix1_U128/Y,1,232.420364,2
mix1_U129,OAI22xp5_bottom,mix1_U129/Y,1,231.442535,2
mix1_U13,OAI22xp5_bottom,mix1_U13/Y,1,475.562469,1
mix1_U130,AO22x1_bottom,mix1_U130/Y,4,231.385849,8
mix1_U131,OAI22xp5_bottom,mix1_U131/Y,1,479.410065,1
mix1_U132,OAI22xp5_bottom,mix1_U132/Y,1,217.299957,2
mix1_U133,OAI22xp5_bottom,mix1_U133/Y,1,479.093323,1
mix1_U134,OAI22xp5_bottom,mix1_U134/Y,1,217.659119,2
mix1_U135,OAI22xp5_bottom,mix1_U135/Y,1,479.118073,1
mix1_U136,OAI22xp5_bottom,mix1_U136/Y,1,217.282303,2
mix1_U137,OAI22xp5_bottom,mix1_U137/Y,1,216.799072,2
mix1_U138,AO22x1_bottom,mix1_U138/Y,4,216.799072,8
mix1_U139,OAI22xp5_bottom,mix1_U139/Y,1,484.587494,1
mix1_U14,OAI22xp5_bottom,mix1_U14/Y,1,226.983154,2
mix1_U140,OAI22xp5_bottom,mix1_U140/Y,1,206.464294,2
mix1_U141,OAI22xp5_bottom,mix1_U141/Y,1,475.255951,1
mix1_U142,OAI22xp5_bottom,mix1_U142/Y,1,206.307587,2
mix1_U143,OAI22xp5_bottom,mix1_U143/Y,1,479.299164,1
mix1_U144,OAI22xp5_bottom,mix1_U144/Y,1,206.578918,2
mix1_U145,OAI22xp5_bottom,mix1_U145/Y,1,205.834579,2
mix1_U146,AO22x1_bottom,mix1_U146/Y,4,205.834579,8
mix1_U147,OAI22xp5_bottom,mix1_U147/Y,1,477.256958,1
mix1_U148,OAI22xp5_bottom,mix1_U148/Y,1,208.120682,2
mix1_U149,OAI22xp5_bottom,mix1_U149/Y,1,475.919647,1
mix1_U15,OAI22xp5_bottom,mix1_U15/Y,1,471.448944,1
mix1_U150,OAI22xp5_bottom,mix1_U150/Y,1,208.410461,2
mix1_U151,OAI22xp5_bottom,mix1_U151/Y,1,475.516510,1
mix1_U152,OAI22xp5_bottom,mix1_U152/Y,1,209.074142,2
mix1_U153,OAI22xp5_bottom,mix1_U153/Y,1,208.449753,2
mix1_U154,AO22x1_bottom,mix1_U154/Y,4,208.120682,8
mix1_U155,OAI22xp5_bottom,mix1_U155/Y,1,473.656403,1
mix1_U156,OAI22xp5_bottom,mix1_U156/Y,1,191.658966,2
mix1_U157,OAI22xp5_bottom,mix1_U157/Y,1,475.348328,1
mix1_U158,OAI22xp5_bottom,mix1_U158/Y,1,190.852783,2
mix1_U159,OAI22xp5_bottom,mix1_U159/Y,1,474.393127,1
mix1_U16,OAI22xp5_bottom,mix1_U16/Y,1,222.058533,2
mix1_U160,OAI22xp5_bottom,mix1_U160/Y,1,192.060867,2
mix1_U161,OAI22xp5_bottom,mix1_U161/Y,1,191.710419,2
mix1_U162,AO22x1_bottom,mix1_U162/Y,4,190.852783,8
mix1_U163,OAI22xp5_bottom,mix1_U163/Y,1,473.142853,1
mix1_U164,OAI22xp5_bottom,mix1_U164/Y,1,187.536377,2
mix1_U165,OAI22xp5_bottom,mix1_U165/Y,1,474.187531,1
mix1_U166,OAI22xp5_bottom,mix1_U166/Y,1,188.082718,2
mix1_U167,OAI22xp5_bottom,mix1_U167/Y,1,475.623871,1
mix1_U168,OAI22xp5_bottom,mix1_U168/Y,1,192.511063,2
mix1_U169,OAI22xp5_bottom,mix1_U169/Y,1,187.956589,2
mix1_U17,OAI22xp5_bottom,mix1_U17/Y,1,223.006287,2
mix1_U170,AO22x1_bottom,mix1_U170/Y,4,187.536377,8
mix1_U171,OAI22xp5_bottom,mix1_U171/Y,1,472.934967,1
mix1_U172,OAI22xp5_bottom,mix1_U172/Y,1,188.450089,2
mix1_U173,OAI22xp5_bottom,mix1_U173/Y,1,471.931000,1
mix1_U174,OAI22xp5_bottom,mix1_U174/Y,1,187.668213,2
mix1_U175,OAI22xp5_bottom,mix1_U175/Y,1,475.593567,1
mix1_U176,OAI22xp5_bottom,mix1_U176/Y,1,194.129105,2
mix1_U177,OAI22xp5_bottom,mix1_U177/Y,1,188.748413,2
mix1_U178,AO22x1_bottom,mix1_U178/Y,4,187.668213,8
mix1_U179,OAI22xp5_bottom,mix1_U179/Y,1,474.651093,1
